SimID,Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Segregating-Sites,Max GC,Max GC Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min GC,Min GC Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Mean GC,Mean GC Excluding Ambiguous,Mean GC 1,Mean GC 1 Excluding Ambiguous,Mean GC 2,Mean GC 2 Excluding Ambiguous,Mean GC 3,Mean GC 3 Excluding Ambiguous,Var GC,Var GC Excluding Ambiguous,Var GC 1,Var GC 1 Excluding Ambiguous,Var GC 2,Var GC 2 Excluding Ambiguous,Var GC 3,Var GC 3 Excluding Ambiguous,Theta,Tajima-D,Tajima-Pi,Multinomial-Likelihood
1,35,966,1841,0.1226013,0.1256831,3,9,318,1832,512,12,0,0.08885299,0,0,26,445,0.01530993,-nan,0.01667047,-nan,0.01483429,-nan,0.01442286,-nan,0.001079762,-nan,0.001266155,-nan,0.001053314,-nan,0.0009483045,-nan,0.1779316,-3.243054,0.003919527,-8503.971
2,35,996,1841,0.1156716,0.1185792,3,12,316,1832,512,9,0,0.07915994,0,0,26,472,0.01426287,-nan,0.01309904,-nan,0.01546286,-nan,0.01422857,-nan,0.0009828421,-nan,0.0009464233,-nan,0.0009997117,-nan,0.001037765,-nan,0.1779316,-3.24894,0.003603696,-8319.473
3,35,1003,1841,0.1044776,0.1130856,3,15,306,1832,512,10,0,0.0904685,0,0,26,459,0.01386308,-nan,0.01323597,-nan,0.01457143,-nan,0.01378286,-nan,0.0008157042,-nan,0.0007750317,-nan,0.0008714939,-nan,0.000816459,-nan,0.1779316,-3.247783,0.003665767,-8237.054
4,35,970,1841,0.1226013,0.1405493,3,9,329,1832,512,9,0,0.09693053,0,0,26,480,0.01563737,-nan,0.01549521,-nan,0.01700571,-nan,0.01441143,-nan,0.001037809,-nan,0.0009951283,-nan,0.001218794,-nan,0.0009315268,-nan,0.1779316,-3.244875,0.003821792,-8509.312
5,35,974,1841,0.1311301,0.1405493,3,10,320,1832,512,14,0,0.1066236,0,0,26,459,0.01718702,-nan,0.01794843,-nan,0.01620571,-nan,0.01740571,-nan,0.001284895,-nan,0.001440722,-nan,0.001072653,-nan,0.001380612,-nan,0.1779316,-3.239558,0.004107107,-8434.16
6,35,988,1841,0.1071429,0.1099562,3,9,325,1832,512,11,0,0.08562197,0,0,26,460,0.0139735,-nan,0.01323597,-nan,0.01446857,-nan,0.01421714,-nan,0.0008858617,-nan,0.0007903794,-nan,0.0009136022,-nan,0.0009727663,-nan,0.1779316,-3.243791,0.003879972,-8392.072
7,35,945,1841,0.1092751,0.1340872,3,10,322,1832,512,9,0,0.1019417,0,0,26,479,0.01514621,-nan,0.01975126,-nan,0.01344,-nan,0.01224,-nan,0.0009477644,-nan,0.001479958,-nan,0.0008118994,-nan,0.0006763161,-nan,0.1779316,-3.242171,0.00396686,-8574.388
8,35,978,1841,0.1263326,0.1486268,3,11,318,1832,512,9,0,0.1131148,0,0,26,453,0.01762108,-nan,0.01866728,-nan,0.01411429,-nan,0.02008,-nan,0.001240114,-nan,0.001522655,-nan,0.0008646268,-nan,0.001438437,-nan,0.1779316,-3.243493,0.003895969,-8386.786
9,35,962,1841,0.1210021,0.1400966,3,8,341,1832,512,8,0,0.09369952,0,0,26,470,0.0155993,-nan,0.01597444,-nan,0.01638857,-nan,0.01443429,-nan,0.00100547,-nan,0.0010855,-nan,0.001060646,-nan,0.0009019108,-nan,0.1779316,-3.238761,0.004149839,-8477.233
10,35,982,1841,0.1162047,0.1213592,3,9,328,1832,512,11,0,0.09531502,0,0,26,448,0.0153442,-nan,0.01525559,-nan,0.01693714,-nan,0.01384,-nan,0.001022033,-nan,0.000959646,-nan,0.001288361,-nan,0.0008647247,-nan,0.1779316,-3.242215,0.003964504,-8377.07
11,35,983,1841,0.1124733,0.1166937,3,13,327,1832,512,19,0,0.09208401,0,0,26,465,0.0145332,-nan,0.01368097,-nan,0.01568,-nan,0.01424,-nan,0.0009241199,-nan,0.0008833073,-nan,0.00104062,-nan,0.0008715898,-nan,0.1779316,-3.243691,0.003885341,-8365.133
12,35,984,1841,0.1162047,0.1243942,3,15,307,1832,512,10,0,0.09854604,0,0,26,467,0.01546984,-nan,0.01612277,-nan,0.01668571,-nan,0.0136,-nan,0.001048262,-nan,0.00122491,-nan,0.0011281,-nan,0.0008325894,-nan,0.1779316,-3.244398,0.003847376,-8365.454
13,35,1003,1841,0.1162047,0.1308562,3,12,317,1832,512,10,0,0.1033926,0,0,26,486,0.01560691,-nan,0.01629393,-nan,0.01481143,-nan,0.01571429,-nan,0.001033522,-nan,0.001226904,-nan,0.0008631941,-nan,0.001050052,-nan,0.1779316,-3.244999,0.003815163,-8206.442
14,35,945,1841,0.1178038,0.1359223,3,12,322,1832,512,10,0,0.09854604,0,0,26,456,0.01567926,-nan,0.01358969,-nan,0.01665143,-nan,0.0168,-nan,0.001053776,-nan,0.0008324281,-nan,0.001216641,-nan,0.001155113,-nan,0.1779316,-3.241337,0.004011619,-8596.886
15,35,974,1841,0.1044776,0.1114701,3,11,319,1832,512,10,0,0.08885299,0,0,26,475,0.014023,-nan,0.01468508,-nan,0.01434286,-nan,0.01304,-nan,0.0008543163,-nan,0.0008534448,-nan,0.0009112278,-nan,0.0008274113,-nan,0.1779316,-3.244965,0.003816971,-8333.064
16,35,985,1841,0.1146055,0.1175506,3,13,332,1832,512,12,0,0.08077544,0,0,26,463,0.01420195,-nan,0.01481059,-nan,0.01459429,-nan,0.0132,-nan,0.0009691755,-nan,0.001011326,-nan,0.00107949,-nan,0.0008449151,-nan,0.1779316,-3.244339,0.003850553,-8354.365
17,35,973,1841,0.1034115,0.1324717,3,12,338,1832,512,10,0,0.09398907,0,0,26,466,0.01437329,-nan,0.01462802,-nan,0.014,-nan,0.01449143,-nan,0.0008259125,-nan,0.0009290955,-nan,0.0007702515,-nan,0.0008086937,-nan,0.1779316,-3.246723,0.003722633,-8330.131
18,35,1029,1841,0.1231343,0.1261606,3,13,323,1832,512,9,0,0.09531502,0,0,26,452,0.01567545,-nan,0.01389776,-nan,0.01691429,-nan,0.01621714,-nan,0.001090239,-nan,0.0008635715,-nan,0.001237019,-nan,0.001201698,-nan,0.1779316,-3.246386,0.003740711,-8166.881
19,35,1018,1841,0.108209,0.1147011,3,12,301,1832,512,8,0,0.08400646,0,0,26,462,0.01373363,-nan,0.01418302,-nan,0.01364571,-nan,0.01337143,-nan,0.0008445685,-nan,0.0008576883,-nan,0.000824189,-nan,0.0008696659,-nan,0.1779316,-3.248185,0.003644182,-8115.777
20,35,974,1841,0.1076759,0.1260097,3,10,310,1832,512,8,0,0.09622745,0,0,26,461,0.0148378,-nan,0.0161456,-nan,0.01387429,-nan,0.01449143,-nan,0.0009053134,-nan,0.001005225,-nan,0.0008263254,-nan,0.0009124566,-nan,0.1779316,-3.244378,0.003848472,-8350.522
21,35,994,1841,0.108209,0.1260097,3,10,307,1832,512,8,0,0.09369952,0,0,26,466,0.01470454,-nan,0.01534687,-nan,0.01523429,-nan,0.01353143,-nan,0.0009097958,-nan,0.0009632212,-nan,0.0009424656,-nan,0.0008466554,-nan,0.1779316,-3.242775,0.003934483,-8251.019
22,35,994,1841,0.1135394,0.1162664,3,13,338,1832,512,9,0,0.0904685,0,0,26,464,0.01450274,-nan,0.01187814,-nan,0.01352,-nan,0.01811429,-nan,0.0009300721,-nan,0.0006983273,-nan,0.000877079,-nan,0.001296585,-nan,0.1779316,-3.247127,0.003700938,-8282.349
23,35,962,1841,0.1146055,0.1324717,3,11,331,1832,512,10,0,0.09369952,0,0,26,464,0.01479211,-nan,0.01491328,-nan,0.01542857,-nan,0.01403429,-nan,0.0009321924,-nan,0.000945447,-nan,0.001040726,-nan,0.0008335781,-nan,0.1779316,-3.240631,0.004049529,-8452.623
24,35,1014,1841,0.130597,0.1389338,3,13,312,1832,512,9,0,0.1163166,0,0,26,493,0.01764012,-nan,0.01724099,-nan,0.02075429,-nan,0.01492571,-nan,0.001317957,-nan,0.001295649,-nan,0.001689303,-nan,0.001034146,-nan,0.1779316,-3.248598,0.003622049,-8272.907
25,35,1004,1841,0.1162047,0.1189956,3,12,319,1832,512,12,0,0.09369952,0,0,26,446,0.01487588,-nan,0.01484482,-nan,0.01621714,-nan,0.01356571,-nan,0.001002307,-nan,0.001004704,-nan,0.001124787,-nan,0.0008995533,-nan,0.1779316,-3.246142,0.003753805,-8265.596
26,35,958,1841,0.1183369,0.1213115,3,9,332,1832,512,8,0,0.09017713,0,0,26,471,0.01513859,-nan,0.0133843,-nan,0.01331429,-nan,0.01872,-nan,0.001024964,-nan,0.0007992716,-nan,0.0009234148,-nan,0.001433663,-nan,0.1779316,-3.238445,0.004166822,-8528.042
27,35,987,1841,0.1114072,0.1407767,3,10,325,1832,512,7,0,0.09950793,0,0,26,466,0.015348,-nan,0.01453674,-nan,0.01548571,-nan,0.01602286,-nan,0.0009446103,-nan,0.0008706432,-nan,0.0009670268,-nan,0.001017517,-nan,0.1779316,-3.244634,0.003834721,-8256.893
28,35,996,1841,0.108742,0.1308562,3,10,313,1832,512,12,0,0.08562197,0,0,26,439,0.01418291,-nan,0.01595162,-nan,0.01435429,-nan,0.01224,-nan,0.0008667687,-nan,0.001091411,-nan,0.0008496601,-nan,0.0007013636,-nan,0.1779316,-3.2435,0.003895586,-8270.895
29,35,1003,1841,0.1167377,0.1227787,3,13,299,1832,512,9,0,0.08400646,0,0,26,463,0.01497106,-nan,0.01579188,-nan,0.01513143,-nan,0.01398857,-nan,0.000969676,-nan,0.0009572873,-nan,0.001111717,-nan,0.0008778174,-nan,0.1779316,-3.24221,0.003964778,-8178.238
30,35,987,1841,0.1092751,0.1276252,3,11,326,1832,512,11,0,0.1028446,0,0,26,471,0.01521855,-nan,0.0151529,-nan,0.01549714,-nan,0.01500571,-nan,0.0009514004,-nan,0.0009211725,-nan,0.001014279,-nan,0.0009379349,-nan,0.1779316,-3.244047,0.003866222,-8337.974
31,35,1001,1841,0.1167377,0.1292407,3,13,324,1832,512,9,0,0.09208401,0,0,26,460,0.01548888,-nan,0.01531264,-nan,0.01477714,-nan,0.01637714,-nan,0.001038182,-nan,0.00106927,-nan,0.0009360616,-nan,0.001133642,-nan,0.1779316,-3.24359,0.003890765,-8279.973
32,35,952,1841,0.1130064,0.1292407,3,9,337,1832,512,9,0,0.1003236,0,0,26,464,0.01535943,-nan,0.01623688,-nan,0.01395429,-nan,0.01588571,-nan,0.001000993,-nan,0.001063051,-nan,0.0009264647,-nan,0.001040562,-nan,0.1779316,-3.24069,0.004046352,-8532.466
33,35,997,1841,0.1188699,0.1308562,3,10,314,1832,512,9,0,0.09854604,0,0,26,478,0.01566022,-nan,0.01523277,-nan,0.01523429,-nan,0.01651429,-nan,0.00103363,-nan,0.000986783,-nan,0.0009836466,-nan,0.001150352,-nan,0.1779316,-3.244961,0.00381719,-8262.792
34,35,982,1841,0.1178038,0.1373183,3,11,316,1832,512,8,0,0.1000547,0,0,26,464,0.01625419,-nan,0.01498174,-nan,0.01682286,-nan,0.01696,-nan,0.001056415,-nan,0.0009329213,-nan,0.001140783,-nan,0.001115895,-nan,0.1779316,-3.244101,0.003863318,-8349.389
35,35,980,1841,0.1108742,0.1227787,3,12,327,1832,512,12,0,0.08885299,0,0,26,480,0.01466266,-nan,0.01609995,-nan,0.01468571,-nan,0.0132,-nan,0.0009221447,-nan,0.00114245,-nan,0.0008725463,-nan,0.0007864219,-nan,0.1779316,-3.246025,0.003760105,-8339.009
36,35,991,1841,0.1162047,0.1359223,3,11,322,1832,512,9,0,0.1032223,0,0,26,473,0.01552696,-nan,0.0141602,-nan,0.01749714,-nan,0.01492571,-nan,0.00100729,-nan,0.0008381087,-nan,0.00119573,-nan,0.001032046,-nan,0.1779316,-3.240514,0.004055775,-8249.896
37,35,1000,1841,0.1140725,0.1227787,3,11,312,1832,512,8,0,0.09531502,0,0,26,462,0.01489111,-nan,0.01562072,-nan,0.01478857,-nan,0.01426286,-nan,0.0009492167,-nan,0.001049336,-nan,0.000877357,-nan,0.0009439396,-nan,0.1779316,-3.24616,0.003752873,-8216.39
38,35,993,1841,0.119936,0.1292407,3,15,316,1832,512,9,0,0.1033926,0,0,26,479,0.01614758,-nan,0.0178115,-nan,0.01513143,-nan,0.01549714,-nan,0.00113994,-nan,0.001390321,-nan,0.001017715,-nan,0.001043746,-nan,0.1779316,-3.247205,0.003696775,-8315.2
39,35,1001,1841,0.1135394,0.1276252,3,12,297,1832,512,11,0,0.09208401,0,0,26,465,0.01481115,-nan,0.01417161,-nan,0.01613714,-nan,0.01412571,-nan,0.000975773,-nan,0.0009122634,-nan,0.001096545,-nan,0.000938726,-nan,0.1779316,-3.24546,0.003790401,-8247.766
40,35,972,1841,0.1178038,0.1243942,3,12,313,1832,512,10,0,0.0904685,0,0,26,462,0.01526424,-nan,0.01531264,-nan,0.01532571,-nan,0.01515429,-nan,0.001044304,-nan,0.001021575,-nan,0.001097487,-nan,0.001029947,-nan,0.1779316,-3.243571,0.003891751,-8423.673
41,35,995,1841,0.1172708,0.1203501,3,9,305,1832,512,9,0,0.09531502,0,0,26,483,0.01496345,-nan,0.01579188,-nan,0.01513143,-nan,0.01396571,-nan,0.0010096,-nan,0.001078123,-nan,0.001041878,-nan,0.0009317974,-nan,0.1779316,-3.245311,0.003798399,-8310.173
42,35,978,1841,0.1076759,0.1324717,3,12,310,1832,512,8,0,0.09677419,0,0,26,476,0.01502437,-nan,0.01435418,-nan,0.01587429,-nan,0.01484571,-nan,0.0009155097,-nan,0.0008940938,-nan,0.00107174,-nan,0.0008140457,-nan,0.1779316,-3.242041,0.003973872,-8312.703
43,35,1000,1841,0.1236674,0.1292407,3,10,316,1832,512,9,0,0.09822866,0,0,26,463,0.01644837,-nan,0.01907805,-nan,0.01452571,-nan,0.01573714,-nan,0.001187112,-nan,0.001517503,-nan,0.0009767438,-nan,0.001113788,-nan,0.1779316,-3.246399,0.003739999,-8240.457
44,35,975,1841,0.1039446,0.1067961,3,9,332,1832,512,7,0,0.06946688,0,0,26,469,0.01326911,-nan,0.01402328,-nan,0.01336,-nan,0.01242286,-nan,0.0008045847,-nan,0.0009220017,-nan,0.0008453866,-nan,0.0006782199,-nan,0.1779316,-3.241079,0.004025479,-8450.723
45,35,996,1841,0.1146055,0.1243942,3,12,311,1832,512,9,0,0.09950793,0,0,26,472,0.01532135,-nan,0.01653355,-nan,0.01357714,-nan,0.01585143,-nan,0.0009973292,-nan,0.001226343,-nan,0.0008138032,-nan,0.000996665,-nan,0.1779316,-3.245561,0.003784977,-8287.4
46,35,991,1841,0.1076759,0.1292407,3,11,314,1832,512,7,0,0.09841443,0,0,26,468,0.01481876,-nan,0.01534687,-nan,0.01569143,-nan,0.01341714,-nan,0.0009061049,-nan,0.000919014,-nan,0.00106735,-nan,0.0007646328,-nan,0.1779316,-3.246274,0.003746738,-8310.881
47,35,1009,1841,0.1055437,0.1114701,3,12,302,1832,512,8,0,0.08562197,0,0,26,465,0.01376028,-nan,0.01392058,-nan,0.01346286,-nan,0.01389714,-nan,0.0008123971,-nan,0.0008519537,-nan,0.0007824754,-nan,0.0008187611,-nan,0.1779316,-3.243504,0.003895367,-8237.912
48,35,971,1841,0.1215352,0.1246583,3,10,313,1832,512,10,0,0.08400646,0,0,26,480,0.01440375,-nan,0.01487905,-nan,0.01558857,-nan,0.01274286,-nan,0.0009462455,-nan,0.0009920583,-nan,0.001110906,-nan,0.0007665049,-nan,0.1779316,-3.243545,0.003893175,-8390.063
49,35,984,1841,0.1140725,0.1324717,3,11,343,1832,512,10,0,0.09708738,0,0,26,448,0.01513859,-nan,0.01948882,-nan,0.0148,-nan,0.01112,-nan,0.0009803929,-nan,0.001540173,-nan,0.0009598388,-nan,0.0005771354,-nan,0.1779316,-3.244084,0.003864249,-8396.665
50,35,988,1841,0.1108742,0.1308562,3,10,323,1832,512,9,0,0.09693053,0,0,26,472,0.01490253,-nan,0.0144911,-nan,0.01641143,-nan,0.01380571,-nan,0.000939947,-nan,0.0009107507,-nan,0.001151866,-nan,0.0007921761,-nan,0.1779316,-3.244427,0.003845842,-8345.165
51,35,944,1841,0.1220682,0.125205,3,10,339,1832,512,8,0,0.08562197,0,0,26,484,0.01467408,-nan,0.01322455,-nan,0.01385143,-nan,0.01694857,-nan,0.001003393,-nan,0.0008168076,-nan,0.0009186817,-nan,0.001322982,-nan,0.1779316,-3.239328,0.004119434,-8639.105
52,35,993,1841,0.1103412,0.1389338,3,9,322,1832,512,9,0,0.1006014,0,0,26,480,0.01546604,-nan,0.01624829,-nan,0.01529143,-nan,0.01485714,-nan,0.0009684965,-nan,0.001144428,-nan,0.0009443001,-nan,0.0008524721,-nan,0.1779316,-3.240894,0.004035395,-8312.12
53,35,978,1841,0.1151386,0.1207729,3,11,322,1832,512,9,0,0.089141,0,0,26,463,0.01490634,-nan,0.01421725,-nan,0.01602286,-nan,0.01448,-nan,0.0009565807,-nan,0.0008378917,-nan,0.001090007,-nan,0.0009707492,-nan,0.1779316,-3.247675,0.003671574,-8387.624
54,35,1007,1841,0.1108742,0.1207729,3,13,307,1832,512,8,0,0.09531502,0,0,26,444,0.01472738,-nan,0.01606572,-nan,0.01685714,-nan,0.01125714,-nan,0.0009311671,-nan,0.001036988,-nan,0.00124447,-nan,0.0005978028,-nan,0.1779316,-3.246879,0.003714251,-8210.034
55,35,989,1841,0.1119403,0.1227787,3,11,313,1832,512,8,0,0.08856683,0,0,26,460,0.01430856,-nan,0.01337289,-nan,0.01614857,-nan,0.01340571,-nan,0.0008692894,-nan,0.0007636516,-nan,0.001033684,-nan,0.0008428282,-nan,0.1779316,-3.244468,0.003843651,-8246.342
56,35,989,1841,0.1167377,0.1276252,3,7,330,1832,512,9,0,0.1033352,0,0,26,473,0.01582394,-nan,0.01899817,-nan,0.01530286,-nan,0.01316571,-nan,0.001066348,-nan,0.001546029,-nan,0.0009106679,-nan,0.0008338359,-nan,0.1779316,-3.244129,0.003861839,-8309.263
57,35,999,1841,0.119403,0.1260097,3,10,316,1832,512,12,0,0.09369952,0,0,26,465,0.01545461,-nan,0.01406892,-nan,0.01697143,-nan,0.01532571,-nan,0.001024293,-nan,0.0008856456,-nan,0.00124006,-nan,0.0009800221,-nan,0.1779316,-3.241294,0.00401392,-8236.596
58,35,983,1841,0.1178038,0.1308562,3,9,329,1832,512,7,0,0.09369952,0,0,26,469,0.01538989,-nan,0.01490187,-nan,0.01627429,-nan,0.01499429,-nan,0.001016596,-nan,0.0009582184,-nan,0.001113911,-nan,0.0009942872,-nan,0.1779316,-3.240721,0.004044708,-8386.203
59,35,999,1841,0.1114072,0.1207729,3,10,310,1832,512,9,0,0.09369952,0,0,26,457,0.01484922,-nan,0.01598585,-nan,0.01262857,-nan,0.01593143,-nan,0.0009385966,-nan,0.001088088,-nan,0.000671998,-nan,0.001103816,-nan,0.1779316,-3.244295,0.003852909,-8275.832
60,35,967,1841,0.1220682,0.1324717,3,10,335,1832,512,10,0,0.1060689,0,0,26,479,0.0161095,-nan,0.01477636,-nan,0.01709714,-nan,0.01645714,-nan,0.00109966,-nan,0.0009204984,-nan,0.001233297,-nan,0.001174406,-nan,0.1779316,-3.242642,0.003941605,-8436.565
61,35,962,1841,0.1156716,0.1389338,3,10,339,1832,512,10,0,0.1044286,0,0,26,445,0.01593817,-nan,0.01476495,-nan,0.016,-nan,0.01705143,-nan,0.001047673,-nan,0.0009711952,-nan,0.001001899,-nan,0.001200282,-nan,0.1779316,-3.242772,0.003934647,-8508.18
62,35,991,1841,0.1028785,0.1324717,3,11,313,1832,512,10,0,0.09289617,0,0,26,452,0.0145827,-nan,0.0149361,-nan,0.01761143,-nan,0.0112,-nan,0.0008530905,-nan,0.0008998561,-nan,0.00121007,-nan,0.0005409151,-nan,0.1779316,-3.246362,0.003742026,-8287.959
63,35,969,1841,0.1146055,0.1176149,3,12,324,1832,512,8,0,0.08400646,0,0,26,467,0.01473119,-nan,0.01612277,-nan,0.01336,-nan,0.01470857,-nan,0.000997165,-nan,0.001163116,-nan,0.0008233227,-nan,0.00104234,-nan,0.1779316,-3.241808,0.003986363,-8457.578
64,35,1006,1841,0.1135394,0.1195477,3,17,309,1832,512,11,0,0.0904685,0,0,26,455,0.01498249,-nan,0.01644226,-nan,0.01189714,-nan,0.01660571,-nan,0.0009834383,-nan,0.001113166,-nan,0.0007565522,-nan,0.001139567,-nan,0.1779316,-3.245118,0.003808753,-8149.345
