SimID,Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Segregating-Sites,Max GC,Max GC Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min GC,Min GC Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Mean GC,Mean GC Excluding Ambiguous,Mean GC 1,Mean GC 1 Excluding Ambiguous,Mean GC 2,Mean GC 2 Excluding Ambiguous,Mean GC 3,Mean GC 3 Excluding Ambiguous,Var GC,Var GC Excluding Ambiguous,Var GC 1,Var GC 1 Excluding Ambiguous,Var GC 2,Var GC 2 Excluding Ambiguous,Var GC 3,Var GC 3 Excluding Ambiguous,Theta,Tajima-D,Tajima-Pi,Multinomial-Likelihood
133,35,987,1841,0.1130064,0.1159103,3,12,322,1832,512,11,0,0.07085346,0,0,26,485,0.01424764,-nan,0.01518713,-nan,0.01328,-nan,0.01427429,-nan,0.000934538,-nan,0.001045386,-nan,0.0009047187,-nan,0.0008839208,-nan,0.1779316,-3.244328,0.003851156,-8329.744
134,35,954,1841,0.1098081,0.1324717,3,11,328,1832,512,9,0,0.1017771,0,0,26,472,0.0151424,-nan,0.0139434,-nan,0.01621714,-nan,0.01526857,-nan,0.0009600946,-nan,0.0008132378,-nan,0.001146888,-nan,0.0009488712,-nan,0.1779316,-3.244551,0.003839158,-8516.41
135,35,991,1841,0.1162047,0.1243942,3,12,331,1832,512,9,0,0.09531502,0,0,26,463,0.01515002,-nan,0.01424007,-nan,0.01538286,-nan,0.01582857,-nan,0.0009948136,-nan,0.0008802331,-nan,0.001010945,-nan,0.001117254,-nan,0.1779316,-3.244152,0.003860579,-8261.694
136,35,961,1841,0.1135394,0.1239936,3,11,329,1832,512,11,0,0.09369952,0,0,26,473,0.01534039,-nan,0.01511867,-nan,0.01570286,-nan,0.0152,-nan,0.001007672,-nan,0.001011493,-nan,0.001059825,-nan,0.0009717134,-nan,0.1779316,-3.241276,0.004014906,-8485.414
137,35,987,1841,0.1119403,0.1326861,3,9,319,1832,512,7,0,0.1004367,0,0,26,475,0.0155993,-nan,0.01556367,-nan,0.01684571,-nan,0.01438857,-nan,0.0009901306,-nan,0.0009985677,-nan,0.001185057,-nan,0.0008219809,-nan,0.1779316,-3.247146,0.003699952,-8339.125
138,35,985,1841,0.1108742,0.1211632,3,19,325,1832,512,9,0,0.09208401,0,0,26,453,0.01471596,-nan,0.01344135,-nan,0.01627429,-nan,0.01443429,-nan,0.0009020472,-nan,0.0007565888,-nan,0.001103229,-nan,0.0008758319,-nan,0.1779316,-3.243935,0.003872248,-8337.79
139,35,976,1841,0.1204691,0.1389338,3,10,327,1832,512,9,0,0.09854604,0,0,26,478,0.01628084,-nan,0.01500456,-nan,0.01730286,-nan,0.01653714,-nan,0.001138684,-nan,0.00100651,-nan,0.001226427,-nan,0.001209595,-nan,0.1779316,-3.241647,0.003995019,-8440.416
140,35,988,1841,0.1172708,0.1227787,3,10,334,1832,512,7,0,0.09369952,0,0,26,464,0.01531754,-nan,0.01598585,-nan,0.01564571,-nan,0.01432,-nan,0.001021263,-nan,0.001058127,-nan,0.001048313,-nan,0.0009789265,-nan,0.1779316,-3.245064,0.003811657,-8321.421
141,35,971,1841,0.1034115,0.1211632,3,9,338,1832,512,8,0,0.08723748,0,0,26,449,0.01395065,-nan,0.0127225,-nan,0.01337143,-nan,0.01576,-nan,0.0008262703,-nan,0.000669108,-nan,0.0007607831,-nan,0.001091257,-nan,0.1779316,-3.243852,0.003876685,-8480.31
142,35,970,1841,0.1050107,0.1075328,3,8,321,1832,512,11,0,0.07119741,0,0,26,445,0.01315108,-nan,0.01309904,-nan,0.01268571,-nan,0.01366857,-nan,0.0007984225,-nan,0.0008226872,-nan,0.0007469543,-nan,0.0008468027,-nan,0.1779316,-3.23976,0.00409626,-8435.106
143,35,1016,1841,0.1066098,0.1276252,3,10,310,1832,512,12,0,0.09339159,0,0,26,448,0.01446847,-nan,0.01530123,-nan,0.01577143,-nan,0.01233143,-nan,0.0008636078,-nan,0.0009912865,-nan,0.001050984,-nan,0.000604473,-nan,0.1779316,-3.249321,0.003583262,-8133.486
144,35,970,1841,0.1092751,0.1373183,3,12,332,1832,512,10,0,0.09841443,0,0,26,470,0.01516144,-nan,0.01667047,-nan,0.01500571,-nan,0.01380571,-nan,0.0009179369,-nan,0.00113636,-nan,0.0008664759,-nan,0.0007844408,-nan,0.1779316,-3.24009,0.004078565,-8440.24
145,35,1014,1841,0.1108742,0.1292407,3,10,318,1832,512,10,0,0.09693053,0,0,26,464,0.01512717,-nan,0.01410315,-nan,0.01556571,-nan,0.01571429,-nan,0.0009337147,-nan,0.0008747057,-nan,0.0009123487,-nan,0.001043532,-nan,0.1779316,-3.243651,0.003887478,-8152.188
146,35,975,1841,0.1289979,0.1502423,3,10,332,1832,512,10,0,0.1174863,0,0,26,468,0.01774673,-nan,0.01433136,-nan,0.02049143,-nan,0.01842286,-nan,0.001276925,-nan,0.0008974702,-nan,0.001646831,-nan,0.001365437,-nan,0.1779316,-3.241282,0.004014577,-8476.047
147,35,985,1841,0.1103412,0.1256039,3,11,315,1832,512,8,0,0.08911974,0,0,26,448,0.01435425,-nan,0.01498174,-nan,0.01486857,-nan,0.01321143,-nan,0.0008527249,-nan,0.0009117356,-nan,0.0009032747,-nan,0.0007663561,-nan,0.1779316,-3.245979,0.00376257,-8372.334
148,35,965,1841,0.1140725,0.1357027,3,13,332,1832,512,10,0,0.1058952,0,0,26,467,0.01567164,-nan,0.01644226,-nan,0.01462857,-nan,0.01594286,-nan,0.001020888,-nan,0.001127265,-nan,0.0008911221,-nan,0.001062839,-nan,0.1779316,-3.245524,0.003786949,-8441.638
149,35,976,1841,0.1076759,0.1211632,3,10,321,1832,512,9,0,0.08562197,0,0,26,477,0.01457889,-nan,0.01717252,-nan,0.01449143,-nan,0.01206857,-nan,0.0009096811,-nan,0.00128429,-nan,0.0009399352,-nan,0.0005906554,-nan,0.1779316,-3.244519,0.003840911,-8342.768
150,35,1028,1841,0.1140725,0.1340872,3,12,303,1832,512,8,0,0.09369952,0,0,26,439,0.01536704,-nan,0.01578047,-nan,0.01428571,-nan,0.01603429,-nan,0.001016702,-nan,0.001044761,-nan,0.0009197451,-nan,0.001111426,-nan,0.1779316,-3.24798,0.003655193,-8114.809
151,35,971,1841,0.108209,0.1243942,3,10,344,1832,512,10,0,0.09339775,0,0,26,474,0.01471215,-nan,0.01332725,-nan,0.01592,-nan,0.01489143,-nan,0.0009189652,-nan,0.0007841921,-nan,0.001089135,-nan,0.0009155922,-nan,0.1779316,-3.244289,0.003853238,-8496.7
152,35,953,1841,0.1162047,0.1292407,3,10,328,1832,512,9,0,0.09562399,0,0,26,477,0.01552696,-nan,0.01532405,-nan,0.01617143,-nan,0.01508571,-nan,0.001035443,-nan,0.001021498,-nan,0.001126057,-nan,0.0009782199,-nan,0.1779316,-3.242204,0.003965107,-8511.001
153,35,968,1841,0.1130064,0.1207729,3,10,337,1832,512,10,0,0.0904685,0,0,26,476,0.01505483,-nan,0.01443405,-nan,0.01566857,-nan,0.01506286,-nan,0.0009942609,-nan,0.0009511308,-nan,0.001080412,-nan,0.0009776616,-nan,0.1779316,-3.238435,0.00416737,-8431.079
154,35,989,1841,0.1108742,0.1437803,3,14,328,1832,512,10,0,0.1049754,0,0,26,460,0.01583917,-nan,0.01506162,-nan,0.01548571,-nan,0.01697143,-nan,0.0009939601,-nan,0.0009271815,-nan,0.0009455523,-nan,0.001133277,-nan,0.1779316,-3.242723,0.003937277,-8324.046
155,35,965,1841,0.1226013,0.1257518,3,8,329,1832,512,10,0,0.09208401,0,0,26,454,0.01545461,-nan,0.0171497,-nan,0.01378286,-nan,0.01542857,-nan,0.001065822,-nan,0.00125218,-nan,0.0008145804,-nan,0.001188653,-nan,0.1779316,-3.241813,0.003986089,-8495.168
156,35,980,1841,0.1252665,0.1470113,3,11,322,1832,512,9,0,0.1115364,0,0,26,471,0.01695857,-nan,0.01943177,-nan,0.01592,-nan,0.01552,-nan,0.00118044,-nan,0.001454968,-nan,0.001101585,-nan,0.001033971,-nan,0.1779316,-3.242793,0.003933497,-8384.992
157,35,1003,1841,0.119936,0.1352657,3,12,316,1832,512,12,0,0.1001616,0,0,26,449,0.01610189,-nan,0.01711547,-nan,0.01434286,-nan,0.01684571,-nan,0.001103047,-nan,0.001183434,-nan,0.0008424577,-nan,0.001335268,-nan,0.1779316,-3.243499,0.003895641,-8198.445
158,35,979,1841,0.1215352,0.131068,3,13,324,1832,512,10,0,0.1050081,0,0,26,486,0.01593817,-nan,0.01502738,-nan,0.01746286,-nan,0.01532571,-nan,0.001088397,-nan,0.0009836798,-nan,0.001300461,-nan,0.001010447,-nan,0.1779316,-3.245718,0.00377654,-8427.679
159,35,997,1841,0.1076759,0.1296596,3,15,301,1832,512,9,0,0.09781421,0,0,26,445,0.01517667,-nan,0.01341853,-nan,0.01510857,-nan,0.01700571,-nan,0.0009271405,-nan,0.0006893166,-nan,0.0009325867,-nan,0.001215552,-nan,0.1779316,-3.245269,0.003800645,-8220.52
160,35,982,1841,0.1135394,0.1276252,3,11,313,1832,512,10,0,0.1001616,0,0,26,447,0.01541273,-nan,0.01452533,-nan,0.01731429,-nan,0.0144,-nan,0.0009859559,-nan,0.0008897946,-nan,0.001265608,-nan,0.0008484466,-nan,0.1779316,-3.24552,0.003787168,-8324.455
161,35,993,1841,0.1108742,0.118123,3,13,310,1832,512,8,0,0.09854604,0,0,26,463,0.0147883,-nan,0.01431995,-nan,0.01353143,-nan,0.01651429,-nan,0.0009305703,-nan,0.0008916494,-nan,0.0008698243,-nan,0.001060844,-nan,0.1779316,-3.24531,0.003798454,-8306.024
162,35,1006,1841,0.1151386,0.1180328,3,12,305,1832,512,9,0,0.08077544,0,0,26,458,0.01441517,-nan,0.01376084,-nan,0.01305143,-nan,0.01643429,-nan,0.0009380786,-nan,0.0008046733,-nan,0.000782265,-nan,0.001284672,-nan,0.1779316,-3.244158,0.00386025,-8214.485
163,35,1021,1841,0.119936,0.1229508,3,13,301,1832,512,8,0,0.08695652,0,0,26,464,0.01516525,-nan,0.01312186,-nan,0.01588571,-nan,0.01649143,-nan,0.001061978,-nan,0.000873782,-nan,0.00116079,-nan,0.00118721,-nan,0.1779316,-3.249425,0.003577674,-8247.53
164,35,968,1841,0.1119403,0.1163166,3,8,336,1832,512,8,0,0.0904685,0,0,26,469,0.0144799,-nan,0.01657919,-nan,0.01394286,-nan,0.01291429,-nan,0.0009013027,-nan,0.001171251,-nan,0.0007905901,-nan,0.0007872881,-nan,0.1779316,-3.244008,0.003868303,-8515.201
165,35,998,1841,0.1146055,0.1175506,3,13,315,1832,512,10,0,0.07915994,0,0,26,461,0.01448751,-nan,0.01663624,-nan,0.01356571,-nan,0.01325714,-nan,0.0009718133,-nan,0.001296438,-nan,0.0008728115,-nan,0.0007974782,-nan,0.1779316,-3.242465,0.003951137,-8319.23
166,35,993,1841,0.1103412,0.1260097,3,11,322,1832,512,11,0,0.09693053,0,0,26,473,0.01516905,-nan,0.0134984,-nan,0.01450286,-nan,0.01750857,-nan,0.0009856079,-nan,0.0009351925,-nan,0.0009070213,-nan,0.001168825,-nan,0.1779316,-3.244963,0.00381708,-8305.229
167,35,989,1841,0.1135394,0.1276252,3,10,323,1832,512,13,0,0.1017771,0,0,26,470,0.01531374,-nan,0.01536969,-nan,0.01491429,-nan,0.01565714,-nan,0.000970213,-nan,0.0009841414,-nan,0.0009355333,-nan,0.00100819,-nan,0.1779316,-3.244954,0.003817573,-8349.976
168,35,968,1841,0.1263326,0.1308562,3,12,325,1832,512,14,0,0.09693053,0,0,26,464,0.01644837,-nan,0.01463943,-nan,0.01733714,-nan,0.01737143,-nan,0.001178428,-nan,0.00106676,-nan,0.001301166,-nan,0.001203479,-nan,0.1779316,-3.243161,0.003913774,-8454.694
169,35,969,1841,0.1156716,0.1357027,3,11,327,1832,512,8,0,0.1055221,0,0,26,451,0.01604097,-nan,0.0154838,-nan,0.01578286,-nan,0.01685714,-nan,0.001047169,-nan,0.0009859196,-nan,0.001070972,-nan,0.00110343,-nan,0.1779316,-3.243639,0.003888135,-8388.043
170,35,994,1841,0.108742,0.1227787,3,15,313,1832,512,11,0,0.08899676,0,0,26,468,0.01441136,-nan,0.01396623,-nan,0.01401143,-nan,0.01525714,-nan,0.0008938611,-nan,0.0007967346,-nan,0.0008788672,-nan,0.001026188,-nan,0.1779316,-3.247221,0.003695898,-8216.478
171,35,1020,1841,0.1124733,0.1352657,3,11,295,1832,512,11,0,0.1032223,0,0,26,444,0.01589628,-nan,0.0147079,-nan,0.01712,-nan,0.01586286,-nan,0.001015125,-nan,0.0009361167,-nan,0.001136113,-nan,0.0009954711,-nan,0.1779316,-3.246296,0.003745532,-8061.399
172,35,980,1841,0.1130064,0.1157205,3,9,321,1832,512,10,0,0.08239095,0,0,26,461,0.01443421,-nan,0.01473072,-nan,0.01228571,-nan,0.01628571,-nan,0.0009235044,-nan,0.000948034,-nan,0.0006938988,-nan,0.001175289,-nan,0.1779316,-3.243262,0.003908351,-8360
173,35,1016,1841,0.119403,0.1224713,3,13,303,1832,512,9,0,0.08885299,0,0,26,454,0.01516525,-nan,0.01430853,-nan,0.01562286,-nan,0.01556571,-nan,0.001044758,-nan,0.0009234631,-nan,0.001037357,-nan,0.001203599,-nan,0.1779316,-3.244809,0.003825353,-8223.685
174,35,968,1841,0.1151386,0.1389338,3,12,340,1832,512,8,0,0.1071624,0,0,26,447,0.01614758,-nan,0.01652214,-nan,0.01484571,-nan,0.01707429,-nan,0.001063156,-nan,0.001146478,-nan,0.0009227812,-nan,0.001143618,-nan,0.1779316,-3.245454,0.003790729,-8463.402
175,35,971,1841,0.1055437,0.1260097,3,11,329,1832,512,12,0,0.08885299,0,0,26,452,0.01430856,-nan,0.01129621,-nan,0.01632,-nan,0.01531429,-nan,0.0008453153,-nan,0.0005536784,-nan,0.001090162,-nan,0.000960834,-nan,0.1779316,-3.241341,0.004011399,-8394.148
176,35,966,1841,0.1151386,0.1227787,3,8,327,1832,512,9,0,0.09854604,0,0,26,477,0.0153442,-nan,0.01506162,-nan,0.01459429,-nan,0.01637714,-nan,0.001018247,-nan,0.0009115034,-nan,0.0009678077,-nan,0.001211473,-nan,0.1779316,-3.24492,0.003819381,-8428.024
177,35,1011,1841,0.1247335,0.1279388,3,10,307,1832,512,8,0,0.06957929,0,0,26,465,0.01497868,-nan,0.01508444,-nan,0.01625143,-nan,0.0136,-nan,0.001107584,-nan,0.001047434,-nan,0.00129607,-nan,0.001014994,-nan,0.1779316,-3.250239,0.003533956,-8226.388
178,35,961,1841,0.1172708,0.1243942,3,10,324,1832,512,11,0,0.09369952,0,0,26,481,0.01513098,-nan,0.01638521,-nan,0.01554286,-nan,0.01346286,-nan,0.001015094,-nan,0.001150833,-nan,0.001063129,-nan,0.0008617065,-nan,0.1779316,-3.24185,0.003984117,-8505.183
179,35,965,1841,0.1183369,0.1373183,3,11,318,1832,512,9,0,0.09983897,0,0,26,468,0.01567545,-nan,0.01786855,-nan,0.01398857,-nan,0.01516571,-nan,0.001039413,-nan,0.001335857,-nan,0.0008389938,-nan,0.0009948443,-nan,0.1779316,-3.243432,0.003899202,-8483.108
180,35,989,1841,0.1092751,0.1211632,3,12,304,1832,512,10,0,0.08885299,0,0,26,445,0.01450274,-nan,0.01378366,-nan,0.01571429,-nan,0.01401143,-nan,0.0009236983,-nan,0.0008769601,-nan,0.00101447,-nan,0.0009000471,-nan,0.1779316,-3.241823,0.003985541,-8319.034
181,35,992,1841,0.1114072,0.1163166,3,12,317,1832,512,8,0,0.08723748,0,0,26,461,0.01449513,-nan,0.015267,-nan,0.01316571,-nan,0.01505143,-nan,0.0008920151,-nan,0.0009650781,-nan,0.0007363349,-nan,0.001001564,-nan,0.1779316,-3.241349,0.004011016,-8317.366
182,35,966,1841,0.1066098,0.1114701,3,10,330,1832,512,15,0,0.0904685,0,0,26,449,0.01424383,-nan,0.01274532,-nan,0.01629714,-nan,0.01369143,-nan,0.0008649263,-nan,0.0006998054,-nan,0.001131836,-nan,0.0008101855,-nan,0.1779316,-3.242497,0.003949384,-8464.725
183,35,983,1841,0.1236674,0.1410049,3,11,314,1832,512,7,0,0.1033926,0,0,26,494,0.01658925,-nan,0.01638521,-nan,0.01592,-nan,0.01746286,-nan,0.001152291,-nan,0.00111206,-nan,0.001062799,-nan,0.001307239,-nan,0.1779316,-3.242782,0.003934099,-8365.986
184,35,961,1841,0.1108742,0.1137233,3,10,333,1832,512,10,0,0.08885299,0,0,26,454,0.0145827,-nan,0.01389776,-nan,0.01484571,-nan,0.01500571,-nan,0.0009189541,-nan,0.0008977917,-nan,0.0009011593,-nan,0.0009811418,-nan,0.1779316,-3.243858,0.003876357,-8518.159
185,35,980,1841,0.1055437,0.1082391,3,10,348,1832,512,10,0,0.07592892,0,0,26,465,0.01332623,-nan,0.01275673,-nan,0.01428571,-nan,0.01293714,-nan,0.000796307,-nan,0.000822202,-nan,0.0008503857,-nan,0.0007449226,-nan,0.1779316,-3.241614,0.003996772,-8343.158
186,35,973,1841,0.1066098,0.1165049,3,10,320,1832,512,10,0,0.09178744,0,0,26,455,0.01435044,-nan,0.01329302,-nan,0.01585143,-nan,0.01390857,-nan,0.0008740434,-nan,0.0007260507,-nan,0.001076964,-nan,0.0008526051,-nan,0.1779316,-3.243083,0.003917938,-8399.894
187,35,982,1841,0.1156716,0.1324717,3,9,335,1832,512,9,0,0.09500805,0,0,26,474,0.0157516,-nan,0.01562072,-nan,0.01645714,-nan,0.01517714,-nan,0.001055899,-nan,0.001021248,-nan,0.001172049,-nan,0.0009984547,-nan,0.1779316,-3.239171,0.00412787,-8352.27
188,35,986,1841,0.1130064,0.1227787,3,9,312,1832,512,12,0,0.09208401,0,0,26,462,0.01492537,-nan,0.01374943,-nan,0.01382857,-nan,0.0172,-nan,0.0009587949,-nan,0.0008141871,-nan,0.0008180976,-nan,0.001301332,-nan,0.1779316,-3.247245,0.003694638,-8327.42
189,35,971,1841,0.1114072,0.114083,3,13,334,1832,512,13,0,0.06623586,0,0,26,455,0.01371459,-nan,0.01324738,-nan,0.01378286,-nan,0.01411429,-nan,0.0009149016,-nan,0.0008980412,-nan,0.000879225,-nan,0.0009899379,-nan,0.1779316,-3.240812,0.004039832,-8470.254
190,35,981,1841,0.1146055,0.1175506,3,10,316,1832,512,8,0,0.08723748,0,0,26,464,0.01516144,-nan,0.01497033,-nan,0.01363429,-nan,0.01688,-nan,0.001022808,-nan,0.0009496963,-nan,0.0009691338,-nan,0.001186047,-nan,0.1779316,-3.245478,0.003789469,-8358.584
191,35,976,1841,0.1188699,0.1219245,3,17,325,1832,512,9,0,0.09369952,0,0,26,477,0.01530993,-nan,0.01653355,-nan,0.01417143,-nan,0.01522286,-nan,0.001022287,-nan,0.001083404,-nan,0.0009333713,-nan,0.001083948,-nan,0.1779316,-3.240638,0.004049146,-8352.05
192,35,973,1841,0.108742,0.1227787,3,10,334,1832,512,12,0,0.09458721,0,0,26,448,0.01445324,-nan,0.01590598,-nan,0.01342857,-nan,0.01402286,-nan,0.0008723631,-nan,0.001017862,-nan,0.000759038,-nan,0.0008690228,-nan,0.1779316,-3.242697,0.003938646,-8452.862
193,35,996,1841,0.1151386,0.1260097,3,12,327,1832,512,8,0,0.1019417,0,0,26,445,0.01544319,-nan,0.01386353,-nan,0.01477714,-nan,0.01769143,-nan,0.001011453,-nan,0.0009079464,-nan,0.0008500162,-nan,0.001335943,-nan,0.1779316,-3.244521,0.003840802,-8316.416
194,35,951,1841,0.1172708,0.1357027,3,8,332,1832,512,9,0,0.09886548,0,0,26,461,0.01562214,-nan,0.01307622,-nan,0.01626286,-nan,0.01753143,-nan,0.001042491,-nan,0.0007929606,-nan,0.001105611,-nan,0.001278743,-nan,0.1779316,-3.236835,0.004253216,-8563.077
195,35,953,1841,0.108742,0.1114145,3,11,317,1832,512,11,0,0.08400646,0,0,26,465,0.01390877,-nan,0.0131675,-nan,0.01412571,-nan,0.01443429,-nan,0.0008656288,-nan,0.0008168004,-nan,0.0008392727,-nan,0.0009615827,-nan,0.1779316,-3.246487,0.003735288,-8452.433
196,35,964,1841,0.1151386,0.1179683,3,8,322,1832,512,9,0,0.07754443,0,0,26,472,0.01400396,-nan,0.01177545,-nan,0.01210286,-nan,0.01813714,-nan,0.0008915775,-nan,0.0007087598,-nan,0.0007050944,-nan,0.001358922,-nan,0.1779316,-3.246005,0.003761146,-8390.571
197,35,984,1841,0.1231343,0.1373183,3,10,312,1832,512,9,0,0.1066236,0,0,26,480,0.01655879,-nan,0.01377225,-nan,0.01765714,-nan,0.01825143,-nan,0.001165753,-nan,0.0008758999,-nan,0.001423191,-nan,0.001268946,-nan,0.1779316,-3.24067,0.004047447,-8395.036
198,35,960,1841,0.1108742,0.1137233,3,11,322,1832,512,12,0,0.08239095,0,0,26,456,0.01403442,-nan,0.01446828,-nan,0.01571429,-nan,0.01192,-nan,0.0008878145,-nan,0.0009634809,-nan,0.0010744,-nan,0.0006721317,-nan,0.1779316,-3.239131,0.004130007,-8487.274
199,35,964,1841,0.1103412,0.1276252,3,10,321,1832,512,15,0,0.09677419,0,0,26,451,0.01486445,-nan,0.01402328,-nan,0.01668571,-nan,0.01388571,-nan,0.0009168895,-nan,0.0008049848,-nan,0.001096017,-nan,0.0008875748,-nan,0.1779316,-3.240357,0.004064211,-8436.609
200,35,950,1841,0.1226013,0.1308562,3,11,333,1832,512,11,0,0.1017771,0,0,26,464,0.01609427,-nan,0.01582611,-nan,0.01738286,-nan,0.01507429,-nan,0.001126156,-nan,0.001107453,-nan,0.001292974,-nan,0.0009991392,-nan,0.1779316,-3.241495,0.004003182,-8538.734
201,35,965,1841,0.119403,0.1375405,3,13,330,1832,512,12,0,0.1098546,0,0,26,466,0.01632272,-nan,0.01644226,-nan,0.01748571,-nan,0.01504,-nan,0.001108271,-nan,0.001089667,-nan,0.00130765,-nan,0.0009608214,-nan,0.1779316,-3.242839,0.003931031,-8523.383
